employee_id,name,age,gender,department,job_role,education,city,experience_years,salary,joining_date,performance_rating,projects_completed,work_from_home,monthly_hours,left_company
1040,Karan,55, female ,FINANCE,Sales Executive,MCA ,Ghaziabad,2,127847,25-10-2016,Excellent,11,N,141,No 
1247,Rahul,37,M, sales ,HR Executive,bca,Ghaziabad,10,82027,14-06-2026,Good,9,yes,213,yes
1297,Arjun,26,Male,Finance,Sales Executive,B.Sc,Noida,12,97751,11-10-2028,Good,7,No,121,No 
1262,Amit,36,male,Marketing,Business Analyst,B.Tech,noida,18,24910,24-02-2027,Average,11,No,219,No 
1200,Riya,44, female ,HR,Software Engineer,BCA,Delhi ,0,118689,06-04-2024, Good ,4, no ,172,No 
1015,Vikas,51,Male,IT,Business Analyst,MCA ,Noida,17,99571,27-08-2015,Poor,10,Yes,186,No
1048,Ankit,53,F,FINANCE,Software Engineer,B.Sc,Noida,1,130356,10-03-2017,excellent,9,Y,206,Yes
1095,Karan,23,F, sales ,Software Engineer,B.Tech,Ghaziabad,16,137968,18-05-2019,Poor,11,Y,189,No 
1269,Rahul,36,F,Finance,HR Executive,MCA,Meerut,13,130990,23-06-2027,Excellent,14,No,228,No 
1228,Ankit,49,M,IT,Software Engineer,MBA,Delhi,15,69399,26-07-2025,Excellent,1,Yes,240,Yes
1279,Ankit,29, female ,it,Data Analyst,B.Tech,Delhi,12,73419,10-12-2027,excellent,1,yes,173,Yes
1202,Vikas,55,M,Marketing,Data Scientist,MBA,,20,18163,10-05-2024, Good ,3,Yes,141,No 
1162,Vikas,49,F,Marketing,Software Engineer,bca,Noida,3,60913,30-06-2022,Average,13,Yes,202,No
1044,Riya,38,Male,it,Business Analyst,B.Tech,Delhi ,9,49007,01-01-2017,Good,8, no ,228,yes
1218,Rahul,46,Male, sales ,Software Engineer,bca,Delhi ,7,71352,06-02-2025,Average,10,No,137,No
1146,Nisha,39,Male,Sales,Software Engineer,BCA,Bulandshahr,14,119268,01-10-2021, Good ,5, no ,120,No 
1191,Arjun,24,male, sales ,Data Scientist,B.Sc,Delhi ,18,107818,, Good ,13,yes,142,yes
1221,Simran,46,male,Finance,Software Engineer,MBA,Delhi ,9,122576,29-03-2025,Good,10,yes,206,No 
1291,Simran,105,Male,it,Data Analyst,MBA,Delhi,3,94272,01-07-2028, Good ,14,Y,172,No 
1004,Simran,39,F,IT,Data Scientist,B.Sc,Delhi ,14,94153,21-02-2015, Good ,15,yes,157,No 
1106,Vikas,29,M,Marketing,Business Analyst,MBA,noida,8,48682,21-11-2019,Poor,1, no ,200,No
1054,Ankit,28,Male, sales ,HR Executive,MCA ,Delhi ,14,143926,20-06-2017,excellent,13,Yes,204,Yes
1002,Neha,46,Female,HR,Sales Executive,MCA,Ghaziabad,18,99929,18-01-2015,Average,1,N,168,No
1050,Rohit,53,M,IT,Data Analyst,BCA,Delhi,4,34456,13-04-2017,Average,14,N,161,No 
1081,Sneha,55,M,Sales,Data Analyst,MCA ,Noida,0,86619,22-09-2018,Poor,8,N,130,No 
1206,Nisha,23,Female, sales ,Business Analyst,B.Tech,Ghaziabad,6,75000 INR,17-07-2024,Poor,14,yes,127,No
1035,Nisha,31,F,it,Data Analyst,B.Tech,Delhi ,17,112018,01-08-2016,Good,,Y,148,No
1264,Nisha,55, female ,Sales,Data Scientist,B.Sc,noida,13,52964,30-03-2027,excellent,6,yes,249,No 
1092,Karan,38,,Finance,Data Scientist,B.Tech,Delhi,4,74273,28-03-2019, Good ,7,N,227,yes
1053,Priya,40,male,Sales,Sales Executive,MBA,Delhi,8,86008,03-06-2017,Excellent,7,N,170,yes
1265,Pooja,32,F, sales ,Data Analyst,B.Sc,Noida,3,35153,16-04-2027,Poor,8,Y,135,No
1242,Sneha,33,F,HR,Software Engineer,bca,noida,15,106340,21-03-2026, Good ,6,Yes,143,No 
1014,Sneha,43,M,FINANCE,Data Analyst,BCA,Noida,19,83681,10-08-2015,excellent,11,N,207,No
1089,Pooja,43,Female,Sales,Data Scientist,B.Tech,Bulandshahr,five,36752,05-02-2019, Good ,14,N,136,No
1167,Karan,42,M,Marketing,Data Scientist,BCA,Delhi ,13,46141,23-09-2022, Good ,11,Y,238,No
1300,Nisha,47,Male,Finance,Business Analyst,MCA ,Ghaziabad,12,100566,01-12-2028,Good,9, no ,250,yes
1135,Rahul,25,M,it,HR Executive,bca,Bulandshahr,19,142865,28-03-2021,Excellent,0, no ,190,No 
1293,Rohit,37,Female,IT,HR Executive,MCA ,Delhi,3,61950,04-08-2028,Excellent,10,Yes,600,yes
1244,Neha,45,Male,it,Business Analyst,B.Sc,Delhi,13,133053,24-04-2026,Average,14,N,130,No
1055,Vikas,27,male,FINANCE,HR Executive,B.Sc,noida,13,133395,07-07-2017,Excellent,2,N,246,No 
1051,Priya,34,F, sales ,HR Executive,MBA,Meerut,5,49367,30-04-2017,Average,1,Yes,217,No 
1175,Nisha,36,Female,Finance,Sales Executive,bca,Bulandshahr,8,116723,06-02-2023,excellent,11,Yes,239,No
1190,Neha,25,Female,IT,Software Engineer,B.Sc,Meerut,5,81037,19-10-2023,Poor,11,Yes,200,No
1101,Ankit,47,F,Marketing,Business Analyst,MBA,Delhi ,11,136413,28-08-2019,excellent,15,N,228,No 
1188,Simran,52, female ,Marketing,Business Analyst,MBA,Delhi ,13,87252,15-09-2023,Good,2,No,144,yes
1170,Ankit,48,Female,Sales,Data Analyst,MCA,Bulandshahr,4,59568,13-11-2022, Good ,3,yes,185,No
1059,Neha,32, female , sales ,Business Analyst,MCA,Meerut,6,28756,13-09-2017,Good,9,N,187,yes
1049,Neha,24,Male, sales ,HR Executive,MCA ,Delhi ,4,128944,27-03-2017, Good ,0,N,250,No
1236,Priya,38,F,Finance,Software Engineer,B.Sc,Meerut,4,25788,09-12-2025,Excellent,8,No,175,No 
1253,Amit,32,F,FINANCE,Data Scientist,B.Sc,noida,20,60533,24-09-2026,Good,4,N,167,No
1022,Amit,21, female ,Finance,Business Analyst,MCA ,Meerut,3,95231,24-12-2015,Average,15,N,125,Yes
1161,Priya,42,M,IT,Software Engineer,MCA ,Ghaziabad,13,57922,13-06-2022,Good,9,Yes,180,Yes
1277,Ankit,38,F,HR,HR Executive,BCA,Bulandshahr,1,88119,06-11-2027,Excellent,10, no ,189,yes
1192,Ankit,36,Male, sales ,Data Analyst,bca,Meerut,5,24548,22-11-2023,Good,9,N,151,yes
1258,Sneha,48,Female,Marketing,HR Executive,B.Sc,Delhi ,14,145896,18-12-2026,Good,13, no ,166,Yes
1150,Ankit,43,Female,Sales,Data Scientist,MCA,Ghaziabad,10,146955,08-12-2021, Good ,6,Y,128,No 
1131,Rahul,26,Female,FINANCE,HR Executive,BCA,Ghaziabad,11,not available,19-01-2021,Excellent,10,yes,233,No 
1152,Sneha,32,F,IT,Sales Executive,MBA,noida,17,128719,11-01-2022,Poor,10,N,247,Yes
1100,Riya,22,Male,it,Software Engineer,bca,Noida,,37169,11-08-2019,Poor,6, no ,123,No 
1088,Neha,52,F,Finance,Business Analyst,B.Sc,Bulandshahr,19,47301,19-01-2019,excellent,14,Y,189,No 
1215,Rohit,55,F,FINANCE,Data Scientist,BCA,Bulandshahr,5,44035,17-12-2024, Good ,0,No,168,yes
1122,Ankit,48,Male,Finance,Data Analyst,B.Tech,Bulandshahr,20,52594,19-08-2020, Good ,3,yes,161,No 
1151,Riya,,Female,Sales,HR Executive,MCA,Delhi ,9,25967,25-12-2021, Good ,15,Yes,153,No
1021,Vikas,22,Male,it,Software Engineer,BCA,Delhi ,1,67104,07-12-2015, Good ,0, no ,169,yes
1189,Arjun,21,F,it,Data Analyst,bca,Noida,3,88017,02-10-2023,excellent,11,Y,150,Yes
1072,Ankit,25,Male,it,Sales Executive,B.Sc,Meerut,10,60828,22-04-2018,Average,2,Y,127,yes
1107,Arjun,49,Female,Sales,HR Executive,MBA,Bulandshahr,4,147992,08-12-2019,Poor,10,No,200,No 
1271,Riya,51,M,Sales,Sales Executive,MBA,Delhi ,2,27503,27-07-2027,excellent,2, no ,127,No 
1103,Rohit,46,Female,Sales,Data Analyst,B.Sc,Ghaziabad,17,23782,01-10-2019,Average,12,Y,192,Yes
